,guess,score,left_offset,top_offset
105,Aquiicc,1378,-1,11
106,Aquiled,1379,-1,11
107,Aquiios,1379,-1,11
108,Aquiis,1383,-1,11
109,Aquilcu,1397,-1,11
110,Aqujlcq,1401,-1,11
111,Aquillrs,1401,-1,11
112,Aquuce,1402,-1,11
113,Aquxsv,1402,-1,11
114,Adbilcr,1402,-1,11
115,Aquiloa,1403,-1,11
116,Aqujlsv,1404,-1,11
117,Aquvvf,1404,-1,11
118,Aquilao,1405,-1,11
119,Aquilur,1407,-1,11
120,Aquilun,1407,-1,11
121,Aquilsc,1407,-1,11
122,Aquilum,1407,-1,11
123,Aquildw,1408,-1,11
124,Adbilsy,1410,-1,11
125,Aquilrz,1411,-1,11
126,Aqoilom,1413,-1,11
127,Aqoilor,1413,-1,11
128,Aqoilon,1413,-1,11
129,Aquirro,1414,-1,11
130,Aquirrq,1414,-1,11
131,Aquillre,1416,-1,11
132,Aquia,1417,-1,11
133,Aquilsi,1417,-1,11
134,Aqoiles,1426,-1,11
135,Aqoilzv,1427,-1,11
136,Aquilqc,1428,-1,11
137,Aquirru,1428,-1,11
138,Aquiluc,1429,-1,11
139,Aquvxq,1429,-1,11
140,Aquxcq,1430,-1,11
141,Aquilcg,1432,-1,11
142,Aquzez,1432,-1,11
143,Aquiior,1439,-1,11
144,Adbilca,1439,-1,11
145,Aquiion,1439,-1,11
146,Aquiiom,1439,-1,11
147,Aqujlo,1439,-1,11
148,Aqovce,1440,-1,11
149,Aqudcs,1441,-1,11
150,Aquvue,1441,-1,11
151,Aquvvt,1441,-1,11
152,Aquirzs,1441,-1,11
153,Aquiaip,1444,-1,11
154,Aquilqd,1444,-1,11
155,Aeuilcr,1445,-1,11
156,Aquildz,1446,-1,11
157,Aquiluz,1446,-1,11
158,Adbilez,1448,-1,11
159,Aquvcx,1449,-1,11
160,Aquilcn,1450,-1,11
161,Aquilcm,1450,-1,11
162,Aquiliie,1452,-1,11
163,Aquvvc,1452,-1,11
164,Aquiies,1452,-1,11
165,Aquvvo,1452,-1,11
166,Aquvvd,1452,-1,11
167,Aquvvq,1452,-1,11
168,Aeuilsy,1453,-1,11
169,Aquiizv,1453,-1,11
170,Aquvax,1454,-1,11
171,Adbilsw,1455,-1,11
172,Aqujlci,1456,-1,11
173,Aqoildt,1456,-1,11
174,Aquilev,1457,-1,11
175,Aquiluw,1458,-1,11
176,Aquilss,1458,-1,11
177,Aqoilcij,1460,-1,11
178,Aquiaq,1460,-1,11
179,Aquirrc,1461,-1,11
180,Aquire,1464,-1,11
181,Aquillie,1467,-1,11
182,Aqufoe,1467,-1,11
183,Aquxirs,1468,-1,11
184,Aqoilsz,1471,-1,11
185,Aqoucs,1473,-1,11
186,Aquilnf,1474,-1,11
187,Aquillb,1476,-1,11
188,Aquilirg,1477,-1,11
189,Aquiidt,1482,-1,11
190,Aeuilca,1482,-1,11
191,Aquiloe,1482,-1,11
192,Aquxire,1483,-1,11
193,Aqoilirs,1483,-1,11
194,Aikrilce,1484,-1,11
195,Aquxci,1485,-1,11
196,Aquiicij,1486,-1,11
197,Aquileu,1486,-1,11
198,Aquirzq,1486,-1,11
199,Aquirzo,1486,-1,11
200,Aquilaw,1486,-1,11
201,Aquilod,1490,-1,11
202,Aeuilez,1491,-1,11
203,Aquilik,1491,-1,11
204,Aquxo,1493,-1,11
205,Aqoiicr,1493,-1,11
206,Aquvoa,1494,-1,11
207,Aqullcr,1495,-1,11
208,Aquircv,1495,-1,11
209,Aqujlcc,1495,-1,11
210,Aquircy,1495,-1,11
211,Aquirrx,1495,-1,11
212,Aquilite,1495,-1,11
213,Aqujlos,1496,-1,11
214,Aquiisz,1497,-1,11
215,Aquilcv,1497,-1,11
216,Aquiluo,1497,-1,11
217,Aquxs,1498,-1,11
218,Aquxlk,1498,-1,11
219,Aeuilsw,1498,-1,11
220,Aqoilire,1498,-1,11
221,Aonilce,1500,-1,11
222,Aqujls,1500,-1,11
223,Aqoilcs,1501,-1,11
224,Aqoiisy,1501,-1,11
225,Aqux,1501,-1,11
226,Aquvxc,1502,-1,11
227,Aquilcy,1502,-1,11
228,Aquildr,1503,-1,11
229,Aquilzd,1503,-1,11
230,Aquiaiy,1503,-1,11
231,Adbilcq,1503,-1,11
232,Aquildm,1503,-1,11
233,Aquildn,1503,-1,11
234,Aquilsd,1503,-1,11
235,Aqullsy,1503,-1,11
236,Aquilru,1504,-1,11
237,Aquilrr,1504,-1,11
238,Aquvcu,1504,-1,11
239,Aquiax,1505,-1,11
240,Aquiloy,1505,-1,11
241,Adbilsv,1506,-1,11
242,Aquiluq,1506,-1,11
243,Aquilui,1506,-1,11
244,Aquildf,1506,-1,11
245,Aquvuc,1507,-1,11
246,Aquilnt,1507,-1,11
247,Aquiiirs,1509,-1,11
248,Aquiliia,1509,-1,11
249,Aquilcx,1510,-1,11
250,Aouilcr,1512,-1,11
251,Aqoiloi,1512,-1,11
252,Aqoillk,1513,-1,11
253,Aquilzw,1514,-1,11
254,Aquijsy,1514,-1,11
255,Aquilqf,1515,-1,11
256,Aquvxv,1515,-1,11
257,Aqoil,1516,-1,11
258,Aquiljrs,1517,-1,11
259,Aqoilcz,1517,-1,11
260,Aquilet,1518,-1,11
261,Aquirrz,1519,-1,11
262,Aouilsy,1520,-1,11
263,Aquirs,1520,-1,11
264,Aquivlb,1520,-1,11
265,Aeuvcs,1521,-1,11
266,Aquillia,1524,-1,11
267,Aquxcc,1524,-1,11
268,Aquiiire,1524,-1,11
269,Aquilrm,1524,-1,11
270,Aquilita,1525,-1,11
271,Aquilee,1525,-1,11
272,Aquuos,1527,-1,11
273,Aquiics,1527,-1,11
274,Aquilde,1528,-1,11
275,Aqoiica,1530,-1,11
276,Aquilc,1531,-1,11
277,Aquiljre,1532,-1,11
278,Aqullca,1532,-1,11
279,Aquilok,1538,-1,11
280,Aquiioi,1538,-1,11
281,Aquilob,1538,-1,11
282,Aquiloh,1538,-1,11
283,Aqoiiez,1539,-1,11
284,Aquiilk,1539,-1,11
285,Aqoilex,1539,-1,11
286,Aquzcr,1540,-1,11
287,Aqullez,1541,-1,11
288,Aquijcr,1541,-1,11
289,Adbilo,1541,-1,11
290,Aqoilcl,1541,-1,11
291,Aquvvs,1542,-1,11
292,Aquvot,1542,-1,11
293,Aduilcr,1542,-1,11
294,Aquii,1542,-1,11
295,Aquildc,1542,-1,11
296,Aquiicz,1543,-1,11
297,Aquilds,1543,-1,11
298,Aquiliis,1545,-1,11
299,Aeuilcq,1546,-1,11
300,Aqoiisw,1546,-1,11
301,Aquircw,1546,-1,11
302,Aquilim,1547,-1,11
303,Aquvag,1548,-1,11
304,Aqullsw,1548,-1,11
305,Aquiliiv,1548,-1,11
306,Aouilca,1549,-1,11
307,Aquilzn,1549,-1,11
308,Aquilzm,1549,-1,11
309,Aeuilsv,1549,-1,11
310,Aquxos,1550,-1,11
311,Aduilsy,1550,-1,11
312,Aquved,1550,-1,11
313,Aqoildi,1550,-1,11
314,Aquveo,1550,-1,11
315,Aquveq,1550,-1,11
316,Aqoiae,1551,-1,11
317,Aquilr,1552,-1,11
318,Aquijez,1552,-1,11
319,Aqoildk,1552,-1,11
320,Aqoildh,1552,-1,11
321,Aquvco,1556,-1,11
322,Aqujlor,1556,-1,11
323,Aquvcq,1556,-1,11
324,Aqujlon,1556,-1,11
325,Aqujlom,1556,-1,11
326,Aquiulb,1556,-1,11
327,Adnilcs,1557,-1,11
328,Aqoiau,1557,-1,11
329,Aquvx,1558,-1,11
330,Aquuxo,1558,-1,11
331,Aouilez,1558,-1,11
332,Adbilci,1558,-1,11
333,Aquijsw,1559,-1,11
334,Aquillis,1560,-1,11
335,Aquilqq,1561,-1,11
336,Aquilsa,1561,-1,11
337,Aquvaq,1562,-1,11
338,Aquvad,1562,-1,11
339,Aquvv,1563,-1,11
340,Aquilliv,1563,-1,11
341,Aquilse,1563,-1,11
342,Aqoiloz,1563,-1,11
343,Aquilcb,1563,-1,11
344,Aquvxz,1564,-1,11
345,Aquvec,1564,-1,11
346,Adirilcs,1564,-1,11
347,Aouilsw,1565,-1,11
348,Aquuca,1565,-1,11
349,Aqovos,1565,-1,11
350,Aqnilcs,1565,-1,11
351,Aquiiex,1565,-1,11
352,Aquvcw,1566,-1,11
353,Aquiicl,1567,-1,11
354,Aquiviv,1567,-1,11
355,Aquiloc,1568,-1,11
356,Aqujles,1569,-1,11
357,Aqujlzv,1570,-1,11
358,Aqoilz,1571,-1,11
359,Aquiaz,1571,-1,11
360,Aqudce,1572,-1,11
361,Aquilits,1572,-1,11
362,Aquvas,1572,-1,11
363,Aopilcr,1573,-1,11
364,Aqoildq,1574,-1,11
365,Aquvyf,1575,-1,11
366,Aquiidi,1576,-1,11
367,Adbvcs,1577,-1,11
368,Aquxes,1577,-1,11
369,Aquzca,1577,-1,11
370,Aquiidh,1578,-1,11
371,Aquiidk,1578,-1,11
372,Aqoilcf,1578,-1,11
373,Aquijca,1578,-1,11
374,Aduilca,1579,-1,11
375,Aquilza,1579,-1,11
376,Aquilda,1581,-1,11
377,Aopilsy,1581,-1,11
378,Aquillrz,1581,-1,11
379,Aquilzs,1582,-1,11
380,Aqoxsy,1583,-1,11
381,Aquilze,1583,-1,11
382,Aquillte,1584,-1,11
383,Aeuilo,1584,-1,11
384,Aquvcv,1585,-1,11
385,Aquiav,1585,-1,11
386,Aduilez,1588,-1,11
387,Aquvou,1588,-1,11
388,Aquille,1588,-1,11
389,Aouvcs,1588,-1,11
390,Aquiioz,1589,-1,11
391,Adoilcr,1589,-1,11
392,Aquialv,1590,-1,11
393,Aquildj,1590,-1,11
394,Aquilea,1591,-1,11
395,Aqoiicq,1594,-1,11
396,Aquvev,1595,-1,11
397,Aquvey,1595,-1,11
398,Aduilsw,1595,-1,11
399,Aqullcq,1596,-1,11
400,Aqovxo,1596,-1,11
401,Adoilsy,1597,-1,11
402,Aqoiisv,1597,-1,11
403,Adbilcc,1597,-1,11
404,Aquiiz,1597,-1,11
405,Aquveu,1598,-1,11
406,Adbilos,1598,-1,11
407,Aqoilzb,1598,-1,11
408,Aquiaa,1598,-1,11
409,Aquilsx,1599,-1,11
410,Aquilkx,1599,-1,11
411,Aquilew,1599,-1,11
412,Aqujldt,1599,-1,11
413,Aqullsv,1599,-1,11
414,Aquiidq,1600,-1,11
415,Aquvuo,1601,-1,11
416,Aeuilci,1601,-1,11
417,Aquiluu,1601,-1,11
418,Adbils,1602,-1,11
419,Aquiaib,1603,-1,11
420,Aqujlcij,1603,-1,11
421,Aquirzw,1603,-1,11
422,Aquiuiv,1603,-1,11
423,Aqovca,1603,-1,11
424,Aquvcr,1604,-1,11
425,Aquvcn,1604,-1,11
426,Aquvcm,1604,-1,11
427,Aqouce,1604,-1,11
428,Asuilcr,1604,-1,11
429,Aquiicf,1604,-1,11
430,Aqoxcr,1606,-1,11
431,Aqufow,1608,-1,11
432,Aikrilos,1609,-1,11
433,Aquvcd,1609,-1,11
434,Aquxor,1610,-1,11
435,Aquxom,1610,-1,11
436,Aopilca,1610,-1,11
437,Aquijsv,1610,-1,11
438,Aquxon,1610,-1,11
439,Aquvqj,1611,-1,11
440,Aquirej,1611,-1,11
441,Aquxsz,1612,-1,11
442,Asuilsy,1612,-1,11
443,Aquvus,1612,-1,11
444,Aouilcq,1613,-1,11
445,Aquildo,1614,-1,11
446,Aquillta,1614,-1,11
447,Aqujlsz,1614,-1,11
448,Aouilsv,1616,-1,11
449,Aquilue,1616,-1,11
450,Aduvcs,1618,-1,11
451,Aqoildl,1618,-1,11
452,Aquilitc,1618,-1,11
453,Aquirc,1618,-1,11
454,Aopilez,1619,-1,11
455,Aquuau,1620,-1,11
456,Aquilsj,1620,-1,11
457,Aquvye,1622,-1,11
458,Aqoilzc,1622,-1,11
459,Aquiv,1622,-1,11
460,Aquiliig,1622,-1,11
461,Aenilcs,1622,-1,11
462,Aquuvx,1623,-1,11
463,Aquiizb,1624,-1,11
464,Aquilks,1625,-1,11
465,Aqoialb,1625,-1,11
466,Aonilos,1625,-1,11
467,Aquilou,1625,-1,11
468,Aqujlirs,1626,-1,11
469,Adoilca,1626,-1,11
470,Aqodcs,1626,-1,11
471,Aopilsw,1626,-1,11
472,Aqoilsm,1628,-1,11
473,Aqoilsn,1628,-1,11
474,Aqoxsw,1628,-1,11
475,Aquiaw,1628,-1,11
476,Aqoilsr,1628,-1,11
477,Aquilitx,1629,-1,11
478,Aquvoo,1630,-1,11
479,Aquxdt,1630,-1,11
480,Aqoxez,1631,-1,11
481,Aqoiio,1632,-1,11
482,Aquxcij,1632,-1,11
483,Aquvvw,1632,-1,11
484,Aqullo,1634,-1,11
485,Adoilez,1635,-1,11
486,Aqufoq,1635,-1,11
487,Aqedcs,1636,-1,11
488,Aqujicr,1636,-1,11
489,Aqoiac,1637,-1,11
490,Aquillig,1637,-1,11
491,Aquv,1637,-1,11
492,Aquilua,1638,-1,11
493,Aqoilov,1638,-1,11
494,Aquirzx,1639,-1,11
495,Aeuilcc,1640,-1,11
496,Aquifzt,1640,-1,11
497,Aikrilxo,1640,-1,11
498,Aeuilos,1641,-1,11
499,Asuilca,1641,-1,11
500,Aquzcq,1641,-1,11
501,Aqujlire,1641,-1,11
502,Aquijcq,1642,-1,11
503,Adoilsw,1642,-1,11
504,Aqoilqy,1643,-1,11
505,Aduilcq,1643,-1,11
506,Aquxzv,1643,-1,11
507,Aqoxca,1643,-1,11
508,Aquiidl,1644,-1,11
509,Aqujisy,1644,-1,11
510,Aquzsy,1644,-1,11
511,Aqujlcs,1644,-1,11
512,Aeuils,1645,-1,11
513,Aduilsv,1646,-1,11
514,Aikrilca,1647,-1,11
515,Aquxirz,1648,-1,11
516,Aquiizc,1648,-1,11
517,Aqevcs,1648,-1,11
518,Aquivip,1649,-1,11
519,Aqoiici,1649,-1,11
520,Aquvzs,1649,-1,11
521,Aquirra,1649,-1,11
522,Asuilez,1650,-1,11
523,Aouilo,1651,-1,11
524,Aqullci,1651,-1,11
525,Aeuvce,1652,-1,11
526,Aqoirzt,1652,-1,11
527,Aquvog,1652,-1,11
528,Aquilirx,1653,-1,11
529,Auuilcr,1653,-1,11
530,Aquiisr,1654,-1,11
531,Aquilrn,1654,-1,11
532,Aquiism,1654,-1,11
533,Aquiisn,1654,-1,11
534,Aquiley,1654,-1,11
535,Aquilitd,1655,-1,11
536,Aqujloi,1655,-1,11
537,Aquxie,1655,-1,11
538,Aquzes,1655,-1,11
539,Aqujllk,1656,-1,11
540,Aquilitq,1656,-1,11
541,Aonilxo,1656,-1,11
542,Aquilito,1656,-1,11
543,Aquircs,1657,-1,11
544,Asuilsw,1657,-1,11
545,Adbilom,1658,-1,11
546,Adbucs,1658,-1,11
547,Adbilon,1658,-1,11
548,Adbilor,1658,-1,11
549,Aquiu,1658,-1,11
550,Aqovau,1658,-1,11
551,Aqoile,1659,-1,11
552,Aqujl,1659,-1,11
553,Aqujlcz,1660,-1,11
554,Aqoildb,1661,-1,11
555,Auuilsy,1661,-1,11
556,Aqovvx,1661,-1,11
557,Aquillts,1661,-1,11
558,Aquiua,1662,-1,11
559,Aquilqv,1662,-1,11
560,Aquilzz,1662,-1,11
561,Aikrjlcs,1662,-1,11
562,Aonilca,1663,-1,11
563,Aqoilirz,1663,-1,11
564,Aquiiov,1664,-1,11
565,Aqoilow,1665,-1,11
566,Aquirco,1666,-1,11
567,Aquircc,1666,-1,11
568,Aquirct,1666,-1,11
569,Aquirsj,1667,-1,11
570,Aquvcc,1667,-1,11
571,Aquvcy,1667,-1,11
572,Aqoilsq,1667,-1,11
573,Adltilcs,1668,-1,11
574,Aquisw,1668,-1,11
575,Aquibe,1668,-1,11
576,Aouilci,1668,-1,11
577,Aquiiqy,1669,-1,11
578,Aquiaiw,1669,-1,11
579,Aquilrq,1669,-1,11
580,Aqoilie,1670,-1,11
581,Aquvef,1670,-1,11
582,Adbiles,1671,-1,11
583,Aqoiaiv,1672,-1,11
584,Aqoir,1672,-1,11
585,Adbilzv,1672,-1,11
586,Aquialp,1672,-1,11
587,Aquijo,1673,-1,11
588,Aqujica,1673,-1,11
589,Aquxcs,1673,-1,11
590,Aquvw,1673,-1,11
591,Aquvua,1673,-1,11
592,Aopilcq,1674,-1,11
593,Aquilcd,1675,-1,11
594,Aquvoe,1676,-1,11
595,Aquiluv,1676,-1,11
596,Aquilav,1676,-1,11
597,Alkrilcs,1677,-1,11
598,Aopilsv,1677,-1,11
599,Aquilnw,1678,-1,11
600,Aquiloj,1679,-1,11
601,Aqoxsv,1679,-1,11
602,Aikriics,1680,-1,11
603,Aquvyt,1680,-1,11
604,Asuvcs,1680,-1,11
605,Aquircq,1681,-1,11
606,Aquilck,1681,-1,11
607,Aquirv,1681,-1,11
608,Aquircd,1681,-1,11
609,Aduilo,1681,-1,11
610,Aqujiez,1682,-1,11
611,Aqujlex,1682,-1,11
612,Aquilv,1684,-1,11
613,Aqoilup,1684,-1,11
614,Aqujlcl,1684,-1,11
615,Aquirzf,1684,-1,11
616,Aquiie,1685,-1,11
617,Aquiuip,1685,-1,11
618,Aquiloq,1687,-1,11
619,Aquiidb,1687,-1,11
620,Aquirp,1687,-1,11
621,Aquisu,1688,-1,11
622,Aqoilclj,1688,-1,11
623,Aqoiicc,1688,-1,11
624,Aquvyc,1688,-1,11
625,Adnilce,1688,-1,11
626,Aqujisw,1689,-1,11
627,Aqoiios,1689,-1,11
628,Aquxcz,1689,-1,11
629,Aquiiirz,1689,-1,11
630,Aqoiled,1689,-1,11
631,Aquzsw,1689,-1,11
632,Aquilus,1690,-1,11
633,Aquxex,1690,-1,11
634,Aqullcc,1690,-1,11
635,Adoilcq,1690,-1,11
636,Auuilca,1690,-1,11
637,Aqullos,1691,-1,11
638,Aquiiow,1691,-1,11
639,Aquife,1691,-1,11
640,Aquilxq,1692,-1,11
641,Aqoiis,1693,-1,11
642,Aquiisq,1693,-1,11
643,Aqujldi,1693,-1,11
644,Adoilsv,1693,-1,11
645,Aqujae,1694,-1,11
646,Aquiue,1694,-1,11
647,Aqujldk,1695,-1,11
648,Adirilce,1695,-1,11
649,Aqujldh,1695,-1,11
650,Aquiliry,1695,-1,11
651,Aqulls,1695,-1,11
652,Aquuvz,1695,-1,11
653,Aquilirw,1695,-1,11
654,Aqpilcr,1695,-1,11
655,Aquilirv,1695,-1,11
656,Aqnilce,1696,-1,11
657,Aquzci,1696,-1,11
658,Aquiiie,1696,-1,11
659,Aquilns,1696,-1,11
660,Aquxlrs,1696,-1,11
661,Aquijci,1697,-1,11
662,Aqudos,1697,-1,11
663,Aquiljrz,1697,-1,11
664,Aduilci,1698,-1,11
665,Auuilez,1699,-1,11
666,Aquuee,1700,-1,11
667,Aquuct,1700,-1,11
668,Aqujau,1700,-1,11
669,Aqufoc,1700,-1,11
670,Aquvci,1700,-1,11
671,Aquifro,1701,-1,11
672,Aquifrq,1701,-1,11
673,Adbildt,1701,-1,11
674,Aeuilom,1701,-1,11
675,Aeuilon,1701,-1,11
676,Aeuilor,1701,-1,11
677,Aikrilau,1702,-1,11
678,Aqpilsy,1703,-1,11
679,Aquilirt,1704,-1,11
680,Aquilirf,1704,-1,11
681,Aquillrg,1705,-1,11
682,Aquirzy,1705,-1,11
683,Adbilcij,1705,-1,11
684,Asuilcq,1705,-1,11
685,Aquiait,1705,-1,11
686,Aquirzv,1705,-1,11
687,Aikrilvx,1705,-1,11
688,Aquijs,1706,-1,11
689,Auuilsw,1706,-1,11
690,Aquxrz,1706,-1,11
691,Aquvaj,1706,-1,11
692,Aqujloz,1706,-1,11
693,Aquvpe,1707,-1,11
694,Aqoxcq,1707,-1,11
695,Aqoilcu,1707,-1,11
696,Aquilltc,1707,-1,11
697,Aouilcc,1707,-1,11
698,Aouilos,1708,-1,11
699,Aquilvx,1708,-1,11
700,Aquiviy,1708,-1,11
701,Adbvce,1708,-1,11
702,Aquiro,1708,-1,11
703,Asuilsv,1708,-1,11
704,Aquuve,1709,-1,11
705,Aquxoi,1709,-1,11
706,Aquiiup,1710,-1,11
707,Aqoillrs,1711,-1,11
708,Aquxlre,1711,-1,11
709,Aouils,1712,-1,11
710,Aquircf,1712,-1,11
711,Aopilo,1712,-1,11
712,Aquiwf,1712,-1,11
713,Aquildp,1712,-1,11
714,Aquvow,1713,-1,11
715,Aquxcl,1713,-1,11
716,Aquilox,1713,-1,11
717,Aqoiloa,1713,-1,11
718,Aquiiclj,1714,-1,11
719,Aquvxs,1714,-1,11
720,Aeuiles,1714,-1,11
721,Aqujlz,1714,-1,11
722,Aeuilzv,1715,-1,11
723,Aquifru,1715,-1,11
724,Aquiied,1715,-1,11
725,Aqoilao,1715,-1,11
726,Adbilsz,1716,-1,11
727,Aqoilsc,1717,-1,11
728,Aquiuv,1717,-1,11
729,Aqoilur,1717,-1,11
730,Aqoilum,1717,-1,11
731,Aquirzz,1717,-1,11
732,Aqujldq,1717,-1,11
733,Aqoilun,1717,-1,11
734,Aquiln,1717,-1,11
735,Aonilau,1718,-1,11
736,Aqoildw,1718,-1,11
737,Aquilqo,1718,-1,11
738,Aquilltx,1718,-1,11
739,Aquvud,1719,-1,11
740,Aquvuq,1719,-1,11
741,Aouvce,1719,-1,11
742,Aqujlcf,1721,-1,11
743,Aqoilrz,1721,-1,11
744,Aqurbu,1721,-1,11
745,Aonilvx,1721,-1,11
746,Aquxup,1723,-1,11
747,Aqoirro,1724,-1,11
748,Aquirrf,1724,-1,11
749,Aquildd,1724,-1,11
750,Aquxdi,1724,-1,11
751,Aqoirrq,1724,-1,11
752,Aquiuc,1725,-1,11
753,Aquilot,1725,-1,11
754,Aqoillre,1726,-1,11
755,Aquirrm,1726,-1,11
756,Aquirrr,1726,-1,11
757,Aquirrn,1726,-1,11
758,Aquxdk,1726,-1,11
759,Aquxdh,1726,-1,11
760,Aqoilsi,1727,-1,11
761,Aqoia,1727,-1,11
762,Adbilirs,1728,-1,11
763,Aquvoq,1728,-1,11
764,Aqudxo,1728,-1,11
765,Adoilo,1728,-1,11
766,Aquvoz,1728,-1,11
767,Aqouos,1729,-1,11
768,Aopilci,1729,-1,11
769,Aquilgg,1729,-1,11
770,Aquijos,1730,-1,11
771,Aquilgy,1730,-1,11
772,Aquialy,1731,-1,11
773,Aquildv,1732,-1,11
774,Aqpilca,1732,-1,11
775,Aquilra,1732,-1,11
776,Aqovvz,1733,-1,11
777,Aquilgc,1733,-1,11
778,Aquilop,1733,-1,11
779,Aquiicu,1733,-1,11
780,Aquzcc,1735,-1,11
781,Aquirce,1735,-1,11
782,Aqudca,1735,-1,11
783,Aquijcc,1736,-1,11
784,Aquiilrs,1737,-1,11
785,Aquilrjq,1737,-1,11
786,Aquvza,1737,-1,11
787,Aduilcc,1737,-1,11
788,Aqujicq,1737,-1,11
789,Aquilnc,1738,-1,11
790,Aqovct,1738,-1,11
791,Aqovee,1738,-1,11
792,Aquilnd,1738,-1,11
793,Aqoilqc,1738,-1,11
794,Aqoirru,1738,-1,11
795,Aduilos,1738,-1,11
796,Aquiioa,1739,-1,11
797,Aquiajm,1739,-1,11
798,Aquiajr,1739,-1,11
799,Aquifzs,1739,-1,11
800,Aqoiluc,1739,-1,11
801,Aquiajn,1739,-1,11
802,Aquzdt,1740,-1,11
803,Aquirzu,1740,-1,11
804,Aquzsv,1740,-1,11
805,Aqujisv,1740,-1,11
806,Aquiiao,1741,-1,11
807,Aqujlzb,1741,-1,11
808,Aqpilez,1741,-1,11
809,Aduils,1742,-1,11
810,Aqoilcg,1742,-1,11
811,Aquiiur,1743,-1,11
812,Asuilo,1743,-1,11
813,Aquiium,1743,-1,11
814,Aquivv,1743,-1,11
815,Adbilire,1743,-1,11
816,Aquiisc,1743,-1,11
817,Aquiiun,1743,-1,11
818,Aquicrs,1744,-1,11
819,Aquiidw,1744,-1,11
820,Aquilltd,1744,-1,11
821,Aquiuiy,1744,-1,11
822,Aeuildt,1744,-1,11
823,Aquilltq,1745,-1,11
824,Aqoxirs,1745,-1,11
825,Aquvet,1745,-1,11
826,Aquillto,1745,-1,11
827,Adoilci,1745,-1,11
828,Adbilcs,1746,-1,11
829,Aquiirz,1747,-1,11
830,Aquibc,1747,-1,11
831,Aquxiie,1747,-1,11
832,Aqovve,1747,-1,11
833,Aquifrc,1748,-1,11
834,Aeuilcij,1748,-1,11
